review_content,sentiment
we expect a certain quality! i still have no idea if this is a hi speed 4k cable or not.,positive
we expect a certain quality! i still have no idea if this is a hi speed 4k cable or not.,positive
we expect a certain quality! i still have no idea if this is a hi speed 4k cable or not.,positive
we didn't bother to follow up. after several days the service guy came and fixed it. first time when the service guy came there was no one. so he came again and got it fixed. for immediate support,neutral
we could buy for this budget range,positive
we could buy for this budget range,positive
we could buy for this budget range,positive
we could buy for this budget range,positive
we can ignore that.functionality wise its perfect.just buy it,positive
we are using it for cooking rice,neutral
we are useeing currently this product,positive
wd harddisk is faster as compare to others. it is light weight. design is good. performance is very nice,positive
water filling method not mentioned.most importantly the cord length is too small,positive
water comes out,neutral
watch is awesome  satisfiedworking properly,positive
waste product as the juicer is leaking which creates the whole place mess and the juicer doesn't grind properly where the pieces of fruits remain ungrinded. i generally dont write reviews but i was forced to write this one as this is just waste of moneyspend it wisely for something better,neutral
waste product,neutral
waste of money. defective product,neutral
waste collection portion is not fitting well. during use some of waste product of fruit is coming out....,positive
